,OverallCond,BsmtUnfSF,BsmtFullBath,BsmtHalfBath,HalfBath,BedroomAbvGr,GarageCars,WoodDeckSF,OpenPorchSF,3SsnPorch,ScreenPorch,MSZoning_dum_0,MSZoning_dum_1,Street_dum_Pave,LotShape_dum_0,LotShape_dum_1,LandContour_dum_0,LandSlope_dum_0,LandSlope_dum_1,Neighborhood_dum_0,Neighborhood_dum_2,Neighborhood_dum_3,Neighborhood_dum_4,Condition1_dum_0,Condition2_dum_0,Condition2_dum_2,BldgType_dum_0,BldgType_dum_2,HouseStyle_dum_0,RoofStyle_dum_0,RoofMatl_dum_1,RoofMatl_dum_2,Exterior1st_dum_1,Exterior1st_dum_3,Exterior2nd_dum_3,MasVnrType_dum_1,ExterQual_dum_0,ExterQual_dum_1,ExterCond_dum_2,BsmtQual_dum_1,BsmtCond_dum_1,BsmtCond_dum_2,BsmtExposure_dum_1,BsmtFinType1_dum_0,BsmtFinType1_dum_1,Heating_dum_0,HeatingQC_dum_0,HeatingQC_dum_1,CentralAir_dum_Y,KitchenQual_dum_1,FireplaceQu_dum_0,FireplaceQu_dum_1,FireplaceQu_dum_2,GarageType_dum_0,GarageType_dum_2,PoolQC_dum_0,PoolQC_dum_1,SaleType_dum_2,SaleCondition_dum_0,SaleCondition_dum_1,SaleCondition_dum_2
pc11,-0.0223219902685,-0.113873442058,0.0819081263593,-0.079858088887,0.0305935610515,-0.116140389762,-0.0948264431462,-0.147512258023,0.0362835788773,0.143604145843,-0.182591808465,-0.11226327732,0.130764618278,0.10602144737,-0.0121835703022,0.0336197436858,-0.0580951056287,-0.27222811338,0.248738775767,0.00720562497559,0.0193246477657,-0.0532109138463,-0.258134827356,-0.0695813295125,-0.208740012466,-0.224205396137,-0.172838704821,0.0394203031471,0.0183460308467,0.00149430863799,-0.111066452628,0.117313041539,0.0592293382769,-0.17276766914,-0.159140404426,-0.019909137895,0.0400717895458,0.0519953631339,0.0445107311553,0.0794625317643,0.0182298366121,0.401075447059,-0.134422198545,0.0170665599928,0.0983970902917,0.0594739622002,-0.159648715193,0.12952399863,-0.0936340309113,0.0782856175688,-0.150916812233,0.0264382925607,-0.0200944581152,0.0223724694242,-0.253350747242,0.0588539887261,0.0823801418542,-0.0383976762453,-0.0198826362483,-0.180968519493,-0.0996413876707
pc12,0.0287515174914,-0.228784910363,0.217759682714,-0.148041201817,0.0414144180085,-0.162226552122,-0.0105957226271,-0.165824622755,0.0106703795232,0.07148750646,-0.0568767245134,0.0420234401376,0.18647072367,-0.0811874406365,-0.00136823120927,-0.0866731566334,-0.107008820402,0.0488342377338,-0.138407010993,-0.191212152926,0.0801432751666,0.121269211627,-0.289013433846,0.107378952414,0.0332357201069,0.053672320974,-0.0752720090061,-0.0401821466343,0.0499146990434,-0.0633591626148,0.158711220439,0.166709609937,-0.0243207907318,0.358876595583,0.307964161778,0.0632121943084,0.0185140216242,-0.0113704007365,-0.0564145067783,0.055911891235,-0.12884248543,-0.0860233813863,-0.0227150773704,0.140464384359,-0.0662275354469,-0.0926207755927,-0.244589334643,0.26853571216,0.0518866926425,-0.0438135194001,0.00199489083966,-0.0864075933891,-0.0630513773612,0.0205953839396,0.213687316499,-0.0218394703962,-0.0466455138458,-0.0586643757563,0.0468845135162,0.0346705537739,-0.102310873934
pc13,0.0844283427034,0.151454158638,-0.0739802684499,-0.0800563329629,-0.120763938968,0.00699365112412,0.0173633025599,0.203800849839,0.017736737058,-0.115332359691,-0.0564732004715,0.158320145866,-0.203951012215,-0.0562755878592,-0.0783726828526,0.023818735257,0.0524157492663,0.129511704895,-0.11768398953,0.352674183839,-0.172188143981,0.0840481135541,0.0179108256552,-0.0597524580443,-0.135168048289,-0.0767464720844,0.0304369040931,0.0644342999559,-0.0460541734288,-0.0704282445082,-0.00618334674412,0.0144716832151,0.0674350298095,0.0165888112746,0.0506796033111,-0.108180081953,0.202160917326,-0.0692887610495,0.110334358717,-0.0115696252809,0.0222207779243,-0.0337027710915,0.0366535863516,-0.025020602392,-0.239822686553,-0.0334037634543,-0.35718966964,0.34151623791,-0.0488041564694,-0.00732325702116,-0.0690056748431,0.0409087308593,0.0177547702204,0.0494861215257,0.0494738818156,0.21792858854,0.208923343358,-0.0865943036293,-0.201351830425,-0.19001346576,-0.0207014431073
pc14,-0.119459970963,0.138977172279,-0.162595447747,-0.0113395897623,0.0233300097837,-0.178479424124,-0.0357634619675,-0.106944091134,-0.0972340239679,0.0253468114958,0.102576186517,0.0317299485016,-0.0409412743693,-0.207559308146,0.00873281262566,-0.00236747616519,0.0677342748539,0.0670868572862,0.104211871862,0.0871020778132,0.257076478123,0.218386069931,-0.0220352859301,-0.0944330584506,0.0156178654452,0.00870421707409,0.115080014957,-0.162967424316,-0.046112580361,0.0811909077024,-0.116927550928,-0.109113787934,-0.0581759417712,-0.0450150318003,0.065217802188,-0.0914952280871,-0.139191363513,0.190723087999,0.0973474945879,0.0446947231659,-0.12780089568,0.1850050989,-0.222065049594,-0.20822587683,0.070755786557,-0.249923642254,0.0742084978002,0.0695804667142,0.108302201214,0.105823241058,-0.174183113338,0.170799225445,0.0312172963088,-0.0225378158063,0.22293341248,0.136793801881,-0.00264608439139,-0.256695556406,-0.0295731642739,0.236951926191,-0.146869135725
pc15,-0.00250974732607,-0.163687748726,-0.10372737888,0.259245756798,0.111271851619,0.0681515003669,-0.0899032155689,0.10527374924,-0.157695929633,0.0672317097616,-0.34069617743,-0.0456030481268,-0.116641910214,0.226944197173,0.100238174465,-0.0918896556623,0.133313958405,0.112155130466,-0.0409146768404,0.129385867819,-0.0378931622299,0.0910980972667,0.0337149939094,-0.0382369917894,-0.020227737143,-0.0994689852177,-0.0224035075031,-0.175061390482,0.150548101527,-0.251033855751,-0.113418398078,0.0180147250835,-0.168206976332,0.181602545982,0.0148167535844,0.0377608028785,-0.0936896699726,0.0542461919408,0.127589124969,0.093712729265,0.0369139551679,0.129060753105,-0.0313870495133,0.0676805474338,0.00624829131615,-0.237433714916,-0.0105341336722,0.090053019455,0.0637688872499,0.118195918104,0.00938197143368,-0.135127198437,0.193859551882,0.0346035244746,-0.0184874114433,-0.115544931869,-0.0592206372813,0.0413092936296,0.0976020132127,0.0495245171059,0.364018612004
pc16,0.0192729157059,-0.00475412137819,-0.0743623173338,0.42312667553,-0.14506565097,0.00367458006902,0.0250012018346,0.0647776997202,0.0344906584004,0.0259792445429,-0.0901667231072,-0.0421860472753,0.0645049088701,-0.0630673479126,0.0436158740766,0.0757749626317,-0.130799274179,-0.0625771155756,0.114019543334,-0.118943728749,0.0118646749251,-0.180211678364,-0.00823564937917,0.00376040144386,0.158661512333,0.215001238392,0.0333171533503,0.0402440783019,-0.0817431404498,-0.0622521475434,-0.272122592924,-0.14142288756,-0.0589842649675,-0.0444378336898,0.084267910562,0.0152008231163,0.0375744781591,-0.0142879288859,-0.155445965159,-0.0149679912388,0.0775936366212,0.117346212141,0.12136033915,0.0502689819554,0.0626234059411,0.172271299493,-0.180317525127,0.312160555053,-0.0598010755324,-0.115864576114,-0.0797067666378,0.0560029433076,0.153506677462,-0.109661974435,0.153386430149,0.20482389923,0.021529713745,0.245938288667,0.07474220109,0.242487683971,-0.0985202547267
pc17,-0.0581548525951,0.00727572719399,-0.00716109175757,-0.114554142335,0.0725083259391,-0.0290184255749,-0.0134162969598,0.0153451789357,-0.055437138017,-0.236394367468,0.155040538411,0.0146078124096,-0.0133994803796,0.134794658756,0.321614359799,-0.184693916995,0.0277552056934,-0.0420261671456,0.108971787802,-0.0614310252516,0.00767267633379,0.201583692041,-0.0793957420204,-0.160252940773,0.0645789533953,0.0620662229631,-0.0252578777728,-0.144924977137,-0.0285691488947,-0.143672680428,0.087467246145,-0.15139314551,0.135026998587,0.0692228494367,0.123735458894,-0.0630156650903,0.140997094085,-0.151002964112,0.181875616498,0.0166394966474,-0.116025429529,0.275829922916,0.0732413737671,0.057155254174,-0.201685443391,0.0929017622057,0.0894770047001,-0.0970864778179,-0.0754584256942,-0.010445756298,0.218816690568,-0.137853589004,0.108616119388,0.079505672338,-0.176871315629,0.20058511483,0.0182493074982,0.221145228303,-0.0716075950017,0.179040505121,-0.182243080798
pc18,0.0511064856177,0.0280489646222,0.0835638497484,0.0329832958629,-0.00588235974929,0.194798870848,0.0195954496815,-0.0395412139647,-0.0156973086445,-0.244965027434,0.165480351564,0.136884564279,-0.0846600554887,-0.154310881249,-0.266121371616,0.0799856316139,-0.177525112548,-0.283137648001,0.144926006298,0.101293201172,-0.126336951718,-0.0564426541681,-0.100265942353,-0.00145790568373,-0.0503499941289,-0.0237900540206,-0.177677980859,0.102266765323,0.049329790259,-0.0440141524961,0.260337687477,-0.0292506495542,-0.1390586053,0.0916375304688,-0.160117749715,-0.069281846872,-0.0999244894045,0.0238746951,-0.0588864694345,0.0585444299044,-0.171261011463,0.128964759152,0.136834090545,0.0995636587629,-0.228004357204,-0.178951545276,0.0250049018537,-0.0296464317972,0.0516032795071,0.0226612078859,-0.264807408033,0.0266677210784,0.208782317172,0.044740686646,0.028132404749,-0.0723410732688,-0.139285727372,0.0586089509652,0.044746978111,0.216108575921,0.10414992288
pc19,-0.0370004569743,-0.00333544798942,-0.00739448242949,-0.131927174306,0.111617790778,0.000915896728006,-0.0309492680227,-0.173568797472,0.0510966720771,-0.247176297653,0.211880467988,-0.0906597821494,-0.0440230359131,-0.0715482946963,0.0675562000931,-0.2239717983,-0.048537186454,0.0491643377362,0.0271423428506,0.0257446117643,-0.105785853078,-0.304937925072,0.0628923127787,-0.0275031655794,0.051352451465,0.17126074417,0.0278087865737,0.00478776068196,0.00588195118414,-0.167655938553,-0.114325000291,-0.176138499452,-0.0172029597435,0.0380654978584,-0.0562305877493,0.0700184320955,-0.0201481386453,-0.0265249372924,-0.207460090254,-0.0633269995086,-0.0544474171858,0.321780738658,0.0799412664976,-0.0327024601614,0.0883746357521,-0.0501971444103,0.0159964633801,0.186839289273,-0.00343914672976,-0.0398187009853,0.140173572812,-0.131096847267,-0.143550753504,-0.0567756212848,0.114982827767,-0.0194778183937,0.056239042225,-0.336013318053,0.0882225380802,-0.243477090942,0.25004635255
pc20,-0.0463957482521,0.0827570023032,0.064080368254,-0.170330343639,-0.0703525522848,0.0137162359019,0.00889590538252,0.249136408397,-0.131418376342,-0.284688728715,-0.265927373548,0.0149654068855,0.00303585567323,-0.0580370325696,0.19000640458,-0.320636484662,-0.0481159872526,0.0108418982874,0.0268183759381,-0.245840602791,0.157140125353,-0.0355511094282,0.120534931809,0.137473450009,-0.111143456618,-0.0799968103056,0.0391551755249,0.313218468478,0.000708175172573,-0.0444427919389,0.117982548045,0.132004262656,-0.114535074933,-0.0852802864905,-0.0826456514053,0.152246631543,-0.129562402068,-0.0375091653656,0.026872699116,0.0608587600065,-0.00363790822997,-0.0699332279766,0.0801793461021,-0.220286246259,0.15560847922,-0.04951331499,0.0650554978068,0.150262739221,0.0139437547558,-0.0653781404855,-0.0930176214996,-0.0210620960159,0.264481688088,-0.0273263800392,-0.0565198146724,0.0267127450545,0.0306342167003,-0.0825118360543,0.0126620195483,0.0134950985732,-0.147467796125
pc21,0.0991280812715,-0.00376731935518,-0.089298697647,0.171748036058,0.0478943389934,-0.191166736698,0.042842628418,0.0728491740593,-0.0735959652522,-0.236847750624,-0.00738352646107,0.0701512808887,0.111420877152,-0.326723779631,-0.0885895094067,0.244363570255,-0.175803987387,-0.0480556342117,0.092323454732,0.0215395234863,0.311222861363,0.257401485128,-0.160722381951,0.0820263785507,-0.022067474279,0.0164920468336,0.0706491542598,-0.165984457577,-0.0529535628145,-0.0711484150163,0.101767069575,-0.0551176669413,-0.00164365106231,-0.00127976437569,0.0296439226896,-0.024831121829,0.0110541878203,-0.000772495178852,-0.0140342755015,-0.0130259887365,0.0322833587427,-0.0263281146116,0.0725206395708,-0.101590858712,0.161624714384,0.108368166647,0.0335153023827,-0.0173839006066,0.0359713568174,-0.0684610081775,0.141785923344,-0.101681966819,0.136524424458,0.0746916976448,-0.127482986587,-0.0236914320764,0.0790294796587,0.0970214452944,0.00595060826932,-0.37730207355,0.25874820523
pc22,-0.213415889671,-0.00849425475717,0.0802661600806,-0.212615390984,0.0192859957106,0.0328134347784,-0.058954772712,0.0784058218314,-0.0188894099224,-0.387149803319,-0.0651516760585,-0.32337427788,0.193633829465,0.0754482822482,-0.182095044537,0.314358484299,0.0797681240057,0.0892749009946,-0.0879707038535,-0.125452938618,-0.117384208459,-0.234762717752,0.0466947141624,0.129988762476,0.0146880840312,0.0475152482759,-0.0966714766036,-0.208571834904,-0.109056108106,0.0633801004035,-0.0302390977412,-0.128157873038,0.134352873666,0.00990226509174,0.0982637696259,-0.112966859446,-0.0554790546681,0.0502288265622,0.301308555396,-0.0407114749958,0.0986638557015,-0.0261083286478,-0.0914713014806,0.0141417411531,0.0616014536946,-0.0970470715439,-0.0417473311432,0.0939773621454,0.114502154412,0.111650089444,-0.0767881548428,-0.00133003689339,0.0986020779121,-0.0578954733911,0.0222792970303,0.00440586841982,-0.0394030082933,0.119913639173,-0.0205907254038,-0.0128273317805,-0.0109803491141
pc23,-0.0810243669272,-0.039174561686,-0.0185126537193,-0.140926998998,0.0917668534998,0.0459369015868,-0.0685230894729,-0.10751415258,0.0108105606802,0.311968597116,0.123624287334,-0.0694723828602,-0.174871394935,-0.282401429199,0.0514527125168,0.0815920296088,-0.119197249583,-0.16196087473,0.0362026380714,0.0707470266786,-0.0776761319315,-0.0448600425431,0.10260288701,0.165492807449,0.0126814641631,0.0649104825179,0.0115749545503,0.0978409804965,0.00776154655744,-0.282854656171,-0.0727455451123,0.110304112714,-0.109123447159,-0.0309909136586,-0.0845431946316,-0.11339264662,0.00275599940385,-0.0498778736212,0.332420069385,-0.125642234293,0.0327287667524,-0.0658216377699,-0.0970182285581,0.0227658149132,0.0740543519299,0.103047518918,-0.0649003588759,-0.0320255043295,-0.00953058632045,0.0943724919424,0.219074501801,-0.232666724065,0.350088721525,-0.0873081644518,0.183397874975,-0.0567072652598,-0.0225831648609,-0.0114488590612,-0.0470638612631,-0.03662749992,-0.150702992451
pc24,0.0382392446059,-0.0702784242352,-0.0590167771468,0.252102168863,-0.0368905172974,-0.0233319017881,-0.0383591185099,-0.0108022561272,0.0295690590477,-0.0633654247498,0.166587161598,0.020588617391,0.108922284454,-0.068347375718,0.119290642463,-0.18021238385,-0.161534632155,-0.0673301227495,-0.0103365217849,-0.0123625894942,0.00430896921266,-0.0886193496593,-0.0288941092832,-0.0553200996251,0.0184766939315,-0.0165251008752,0.0917521465918,0.0391195270406,0.0661229324103,0.0423109701176,0.0476256814326,0.101241001257,0.0768669602365,-0.0493641497981,-0.0563113952548,0.176098587981,-0.0558757111624,0.0134098244338,0.680447825618,0.000627556709547,-0.001758043352,-0.0278468611632,0.195321333384,-0.048861817451,-0.0370084432831,0.0448303814689,-0.0475050521805,0.0561474923587,0.00395959332287,0.0704518295355,-0.125159231869,0.132979060328,-0.337722570332,0.0312180481586,0.113966940026,-0.0960467200804,0.0134391804379,0.0451190217129,0.0831969326943,-0.0358841461854,0.0996058192578
pc25,0.099333393266,0.00665614769051,0.0927649146287,0.156065306854,-0.102557543051,0.169611790222,-0.00678932217947,0.112907611452,-0.00186433769115,-0.0146611804919,-0.159638384842,0.0201565918249,0.107110576496,-0.076914833023,-0.0893277717791,0.125831514111,0.0440556570801,-0.0338806666203,0.129052445646,-0.0968668375526,0.0120002281992,0.0378930495956,0.0360536530327,-0.112581759062,0.0309062453252,0.138465268182,-0.103269671175,0.398681498671,-0.0343467188534,0.0108444152198,-0.131584374964,-0.20023993513,-0.0726131351624,0.179925468599,0.202834893303,-0.040253089235,0.112724149197,-0.0121676360192,0.234792761444,-0.113887576423,-0.245063330401,-0.0281381934871,-0.177968349336,0.103315787625,0.0698589125306,-0.0781351961761,-0.0162717809551,-0.176037983377,0.0166848148852,0.00160421075014,0.105063070196,-0.0905883813487,-0.110447402383,0.0231219123356,-0.229232422628,0.137260623083,0.0049264212968,-0.357730737351,0.074503871077,0.0019510925975,0.0248111674917
