PassengerId,SibSp,Parch,Fare,Survived,Sex_dum_male,Cabin_dum_0,Cabin_dum_1,Embarked_dum_0,Title_dum_0,Title_dum_1
502,0,0,7.75,0,0,0,0,0,1,0
290,0,0,7.75,1,0,0,0,0,1,0
891,0,0,7.75,0,1,0,0,0,0,0
614,0,0,7.75,0,1,0,0,0,0,0
750,0,0,7.75,0,1,0,0,0,0,0
829,0,0,7.75,1,1,0,0,0,0,0
574,0,0,7.75,1,0,0,0,0,1,0
265,0,0,7.75,0,0,0,0,0,1,0
48,0,0,7.75,1,0,0,0,0,1,0
215,1,0,7.75,0,1,0,0,0,0,0
460,0,0,7.75,0,1,0,0,0,0,0
117,0,0,7.75,0,1,0,0,0,0,0
561,0,0,7.75,0,1,0,0,0,0,0
777,0,0,7.75,0,1,1,0,0,0,0
369,0,0,7.75,1,0,0,0,0,1,0
511,0,0,7.75,1,1,0,0,0,0,0
33,0,0,7.75,1,0,0,0,0,1,0
407,0,0,7.75,0,1,0,0,0,0,0
429,0,0,7.75,0,1,0,0,0,0,0
555,0,0,7.775,1,0,0,0,0,1,0
806,0,0,7.775,0,1,0,0,0,0,0
163,0,0,7.775,0,1,0,0,0,0,0
268,1,0,7.775,1,1,0,0,0,0,0
720,0,0,7.775,0,1,0,0,0,0,0
108,0,0,7.775,1,1,0,0,0,0,0
668,0,0,7.775,0,1,0,0,0,0,0
247,0,0,7.775,0,0,0,0,0,1,0
676,0,0,7.775,0,1,0,0,0,0,0
380,0,0,7.775,0,1,0,0,0,0,0
808,0,0,7.775,0,0,0,0,0,1,0
765,0,0,7.775,0,1,0,0,0,0,0
852,0,0,7.775,0,1,0,0,0,0,0
147,0,0,7.7958,1,1,0,0,0,0,0
757,0,0,7.7958,0,1,0,0,0,0,0
500,0,0,7.7958,0,1,0,0,0,0,0
396,0,0,7.7958,0,1,0,0,0,0,0
392,0,0,7.7958,1,1,0,0,0,0,0
52,0,0,7.8,0,1,0,0,0,0,0
553,0,0,7.8292,0,1,0,0,0,0,0
772,0,0,7.8542,0,1,0,0,0,0,0
570,0,0,7.8542,1,1,0,0,0,0,0
624,0,0,7.8542,0,1,0,0,0,0,0
176,1,1,7.8542,0,1,0,0,0,0,0
705,1,0,7.8542,0,1,0,0,0,0,0
316,0,0,7.8542,1,0,0,0,0,1,0
15,0,0,7.8542,0,0,0,0,0,1,0
92,0,0,7.8542,0,1,0,0,0,0,0
641,0,0,7.8542,0,1,0,0,0,0,0
29,0,0,7.8792,1,0,0,0,0,1,0
359,0,0,7.8792,1,0,0,0,0,1,0
811,0,0,7.8875,0,1,0,0,0,0,0
101,0,0,7.8958,0,0,0,0,0,1,0
456,0,0,7.8958,1,1,0,0,1,0,0
607,0,0,7.8958,0,1,0,0,0,0,0
754,0,0,7.8958,0,1,0,0,0,0,0
879,0,0,7.8958,0,1,0,0,0,0,0
520,0,0,7.8958,0,1,0,0,0,0,0
288,0,0,7.8958,0,1,0,0,0,0,0
651,0,0,7.8958,0,1,0,0,0,0,0
411,0,0,7.8958,0,1,0,0,0,0,0
102,0,0,7.8958,0,1,0,0,0,0,0
385,0,0,7.8958,0,1,0,0,0,0,0
882,0,0,7.8958,0,1,0,0,0,0,0
131,0,0,7.8958,0,1,0,0,1,0,0
224,0,0,7.8958,0,1,0,0,0,0,0
314,0,0,7.8958,0,1,0,0,0,0,0
43,0,0,7.8958,0,1,0,0,1,0,0
567,0,0,7.8958,0,1,0,0,0,0,0
30,0,0,7.8958,0,1,0,0,0,0,0
647,0,0,7.8958,0,1,0,0,0,0,0
562,0,0,7.8958,0,1,0,0,0,0,0
336,0,0,7.8958,0,1,0,0,0,0,0
795,0,0,7.8958,0,1,0,0,0,0,0
602,0,0,7.8958,0,1,0,0,0,0,0
421,0,0,7.8958,0,1,0,0,1,0,0
871,0,0,7.8958,0,1,0,0,0,0,0
109,0,0,7.8958,0,1,0,0,0,0,0
190,0,0,7.8958,0,1,0,0,0,0,0
629,0,0,7.8958,0,1,0,0,0,0,0
848,0,0,7.8958,0,1,0,0,1,0,0
106,0,0,7.8958,0,1,0,0,0,0,0
657,0,0,7.8958,0,1,0,0,0,0,0
739,0,0,7.8958,0,1,0,0,0,0,0
393,2,0,7.925,0,1,0,0,0,0,0
745,0,0,7.925,1,1,0,0,0,0,0
3,0,0,7.925,1,0,0,0,0,1,0
817,0,0,7.925,0,0,0,0,0,1,0
69,4,2,7.925,1,0,0,0,0,1,0
217,0,0,7.925,1,0,0,0,0,1,0
580,0,0,7.925,1,1,0,0,0,0,0
637,0,0,7.925,0,1,0,0,0,0,0
383,0,0,7.925,0,1,0,0,0,0,0
730,1,0,7.925,0,0,0,0,0,1,0
174,0,0,7.925,0,1,0,0,0,0,0
415,0,0,7.925,1,1,0,0,0,0,0
665,1,0,7.925,1,1,0,0,0,0,0
401,0,0,7.925,1,1,0,0,0,0,0
529,0,0,7.925,0,1,0,0,0,0,0
116,0,0,7.925,0,1,0,0,0,0,0
105,2,0,7.925,0,1,0,0,0,0,0
23,0,0,8.0292,1,0,0,0,0,1,0
615,0,0,8.05,0,1,0,0,0,0,0
38,0,0,8.05,0,1,0,0,0,0,0
305,0,0,8.05,0,1,0,0,0,0,0
90,0,0,8.05,0,1,0,0,0,0,0
13,0,0,8.05,0,1,0,0,0,0,0
46,0,0,8.05,0,1,0,0,0,0,0
604,0,0,8.05,0,1,0,0,0,0,0
677,0,0,8.05,0,1,0,0,0,0,0
465,0,0,8.05,0,1,0,0,0,0,0
575,0,0,8.05,0,1,0,0,0,0,0
88,0,0,8.05,0,1,0,0,0,0,0
373,0,0,8.05,0,1,0,0,0,0,0
402,0,0,8.05,0,1,0,0,0,0,0
565,0,0,8.05,0,0,0,0,0,1,0
221,0,0,8.05,1,1,0,0,0,0,0
5,0,0,8.05,0,1,0,0,0,0,0
122,0,0,8.05,0,1,0,0,0,0,0
564,0,0,8.05,0,1,0,0,0,0,0
96,0,0,8.05,0,1,0,0,0,0,0
113,0,0,8.05,0,1,0,0,0,0,0
483,0,0,8.05,0,1,0,0,0,0,0
284,0,0,8.05,1,1,0,0,0,0,0
589,0,0,8.05,0,1,0,0,0,0,0
223,0,0,8.05,0,1,0,0,0,0,0
430,0,0,8.05,1,1,1,1,0,0,0
158,0,0,8.05,0,1,0,0,0,0,0
759,0,0,8.05,0,1,0,0,0,0,0
416,0,0,8.05,0,0,0,0,0,0,1
489,0,0,8.05,0,1,0,0,0,0,0
153,0,0,8.05,0,1,0,0,0,0,0
91,0,0,8.05,0,1,0,0,0,0,0
455,0,0,8.05,0,1,0,0,0,0,0
462,0,0,8.05,0,1,0,0,0,0,0
590,0,0,8.05,0,1,0,0,0,0,0
512,0,0,8.05,0,1,0,0,0,0,0
445,0,0,8.1125,1,1,0,0,0,0,0
681,0,0,8.1375,0,0,0,0,0,1,0
835,0,0,8.3,0,1,0,0,0,0,0
770,0,0,8.3625,0,1,0,0,0,0,0
198,0,1,8.4042,0,1,0,0,0,0,0
804,0,1,8.5167,1,1,0,0,1,1,1
104,0,0,8.6542,0,1,0,0,0,0,0
350,0,0,8.6625,0,1,0,0,0,0,0
405,0,0,8.6625,0,0,0,0,0,1,0
726,0,0,8.6625,0,1,0,0,0,0,0
286,0,0,8.6625,0,1,0,0,1,0,0
501,0,0,8.6625,0,1,0,0,0,0,0
822,0,0,8.6625,1,1,0,0,0,0,0
845,0,0,8.6625,0,1,0,0,0,0,0
70,2,0,8.6625,0,1,0,0,0,0,0
535,0,0,8.6625,0,0,0,0,0,1,0
472,0,0,8.6625,0,1,0,0,0,0,0
159,0,0,8.6625,0,1,0,0,0,0,0
837,0,0,8.6625,0,1,0,0,0,0,0
164,0,0,8.6625,0,1,0,0,0,0,0
798,0,0,8.6833,1,0,0,0,0,0,1
294,0,0,8.85,0,0,0,0,0,1,0
874,0,0,9.0,0,1,0,0,0,0,0
81,0,0,9.0,0,1,0,0,0,0,0
139,0,0,9.2167,0,1,0,0,0,0,0
226,0,0,9.35,0,1,0,0,0,0,0
856,0,1,9.35,1,0,0,0,0,0,1
41,1,0,9.475,0,0,0,0,0,0,1
714,0,0,9.4833,0,1,0,0,0,0,0
356,0,0,9.5,0,1,0,0,0,0,0
201,0,0,9.5,0,1,0,0,0,0,0
771,0,0,9.5,0,1,0,0,0,0,0
82,0,0,9.5,1,1,0,0,0,0,0
283,0,0,9.5,0,1,0,0,0,0,0
442,0,0,9.5,0,1,0,0,0,0,0
753,0,0,9.5,0,1,0,0,0,0,0
869,0,0,9.5,0,1,0,0,0,0,0
504,0,0,9.5875,0,0,0,0,0,1,0
484,0,0,9.5875,1,0,0,0,0,0,1
403,1,0,9.825,0,0,0,0,0,1,0
114,1,0,9.825,0,0,0,0,0,1,0
475,0,0,9.8375,0,0,0,0,0,1,0
678,0,0,9.8417,1,0,0,0,0,1,0
688,0,0,10.1708,0,1,0,0,0,0,0
206,0,1,10.4625,0,0,1,1,0,1,0
252,1,1,10.4625,0,0,1,1,0,0,1
243,0,0,10.5,0,1,0,0,0,0,0
517,0,0,10.5,1,0,1,0,0,0,1
227,0,0,10.5,1,1,0,0,0,0,0
57,0,0,10.5,1,0,0,0,0,1,0
220,0,0,10.5,0,1,0,0,0,0,0
813,0,0,10.5,0,1,0,0,0,0,0
266,0,0,10.5,0,1,0,0,0,0,0
459,0,0,10.5,1,0,0,0,0,1,0
239,0,0,10.5,0,1,0,0,0,0,0
571,0,0,10.5,1,1,0,0,0,0,0
527,0,0,10.5,1,0,0,0,0,1,0
718,0,0,10.5,1,0,1,1,0,1,0
673,0,0,10.5,0,1,0,0,0,0,0
884,0,0,10.5,0,1,0,0,0,0,0
235,0,0,10.5,0,1,0,0,0,0,0
620,0,0,10.5,0,1,0,0,0,0,0
842,0,0,10.5,0,1,0,0,0,0,0
883,0,0,10.5167,0,0,0,0,0,1,0
9,0,2,11.1333,1,0,0,0,0,0,1
173,1,1,11.1333,1,0,0,0,0,1,0
870,1,1,11.1333,1,1,0,0,0,1,1
126,1,0,11.2417,1,1,0,0,1,1,1
145,0,0,11.5,0,1,0,0,0,0,0
758,0,0,11.5,0,1,0,0,0,0,0
862,1,0,11.5,0,1,0,0,0,0,0
390,0,0,12.0,1,0,0,0,1,1,0
240,0,0,12.275,0,1,0,0,0,0,0
480,0,1,12.2875,1,0,0,0,0,1,0
323,0,0,12.35,1,0,0,0,0,1,0
627,0,0,12.35,0,1,0,0,0,1,0
304,0,0,12.35,1,0,1,1,0,1,0
80,0,0,12.475,1,0,0,0,0,1,0
752,0,1,12.475,1,1,1,1,0,1,1
824,0,1,12.475,1,0,1,1,0,0,1
151,0,0,12.525,0,1,0,0,0,1,0
400,0,0,12.65,1,0,0,0,0,0,1
347,0,0,13.0,1,0,0,0,0,1,0
344,0,0,13.0,0,1,0,0,0,0,0
667,0,0,13.0,0,1,0,0,0,0,0
734,0,0,13.0,0,1,0,0,0,0,0
229,0,0,13.0,0,1,0,0,0,0,0
865,0,0,13.0,0,1,0,0,0,0,0
346,0,0,13.0,1,0,1,0,0,1,0
222,0,0,13.0,0,1,0,0,0,0,0
124,0,0,13.0,1,0,1,1,0,1,0
191,0,0,13.0,1,0,0,0,0,0,1
464,0,0,13.0,0,1,0,0,0,0,0
659,0,0,13.0,0,1,0,0,0,0,0
200,0,0,13.0,0,0,0,0,0,1,0
735,0,0,13.0,0,1,0,0,0,0,0
724,0,0,13.0,0,1,0,0,0,0,0
796,0,0,13.0,0,1,0,0,0,0,0
636,0,0,13.0,1,0,0,0,0,1,0
179,0,0,13.0,0,1,0,0,0,0,0
801,0,0,13.0,0,1,0,0,0,0,0
723,0,0,13.0,0,1,0,0,0,0,0
388,0,0,13.0,1,0,0,0,0,1,0
150,0,0,13.0,0,1,0,0,0,1,0
444,0,0,13.0,1,0,0,0,0,0,1
577,0,0,13.0,1,0,0,0,0,1,0
866,0,0,13.0,1,0,0,0,0,0,1
715,0,0,13.0,0,1,0,0,0,0,0
22,0,0,13.0,1,1,0,0,0,0,0
419,0,0,13.0,0,1,0,0,0,0,0
18,0,0,13.0,1,1,0,0,0,0,0
192,0,0,13.0,0,1,0,0,0,0,0
289,0,0,13.0,1,1,0,0,0,0,0
135,0,0,13.0,0,1,0,0,0,0,0
748,0,0,13.0,1,0,0,0,0,1,0
692,0,1,13.4167,1,0,0,0,1,1,0
563,0,0,13.5,0,1,0,0,0,0,0
696,0,0,13.5,0,1,0,0,0,0,0
707,0,0,13.5,1,0,0,0,0,0,1
233,0,0,13.5,0,1,0,0,0,0,0
474,0,0,13.7917,1,0,0,0,1,0,1
867,1,0,13.8583,1,0,0,0,1,1,0
548,0,0,13.8625,1,1,0,0,1,0,0
318,0,0,14.0,0,1,0,0,0,0,0
861,2,0,14.1083,0,1,0,0,0,0,0
617,1,1,14.4,0,1,0,0,0,0,0
424,1,1,14.4,0,0,0,0,0,0,1
74,1,0,14.4542,0,1,0,0,1,0,0
703,0,1,14.4542,0,0,0,0,1,1,0
241,1,0,14.4542,0,0,0,0,1,1,0
112,1,0,14.4542,0,0,0,0,1,1,0
115,0,0,14.4583,0,0,0,0,1,1,0
496,0,0,14.4583,0,1,0,0,1,0,0
133,1,0,14.5,0,0,0,0,0,0,1
248,0,2,14.5,1,0,0,0,0,0,1
761,0,0,14.5,0,1,0,0,0,0,0
756,1,1,14.5,1,1,0,0,0,1,1
576,0,0,14.5,0,1,0,0,0,0,0
154,0,2,14.5,0,1,0,0,0,0,0
587,0,0,15.0,0,1,0,0,0,0,0
136,0,0,15.0458,0,1,0,0,1,0,0
182,0,0,15.05,0,1,0,0,1,0,0
498,0,0,15.1,0,1,0,0,0,0,0
141,0,2,15.2458,0,0,0,0,1,0,1
256,0,2,15.2458,1,0,0,0,1,0,1
47,1,0,15.5,0,1,0,0,0,0,0
613,1,0,15.5,1,0,0,0,0,1,0
242,1,0,15.5,1,0,0,0,0,1,0
719,0,0,15.5,0,1,0,0,0,0,0
365,1,0,15.5,0,1,0,0,0,0,0
187,1,0,15.5,1,0,0,0,0,0,1
189,1,1,15.5,0,1,0,0,0,0,0
623,1,1,15.7417,1,1,0,0,1,0,0
382,0,2,15.7417,1,0,0,0,1,1,0
162,0,0,15.75,1,0,0,0,0,0,1
86,3,0,15.85,1,0,0,0,0,0,1
143,1,0,15.85,1,0,0,0,0,0,1
404,1,0,15.85,0,1,0,0,0,0,0
207,1,0,15.85,0,1,0,0,0,0,0
349,1,1,15.9,1,1,0,0,0,1,1
490,1,1,15.9,1,1,0,0,0,1,1
16,0,0,16.0,1,0,0,0,0,0,1
625,0,0,16.1,0,1,0,0,0,0,0
432,1,0,16.1,1,0,0,0,0,0,1
161,0,1,16.1,0,1,0,0,0,0,0
348,1,0,16.1,1,0,0,0,0,0,1
640,1,0,16.1,0,1,0,0,0,0,0
744,1,0,16.1,0,1,0,0,0,0,0
254,1,0,16.1,0,1,0,0,0,0,0
618,1,0,16.1,0,0,0,0,0,0,1
736,0,0,16.1,0,1,0,0,0,0,0
395,0,2,16.7,1,0,1,1,0,0,1
560,1,0,17.4,1,0,0,0,0,0,1
354,1,0,17.8,0,1,0,0,0,0,0
19,1,0,18.0,0,0,0,0,0,0,1
39,2,0,18.0,0,0,0,0,0,1,0
832,1,1,18.75,1,1,0,0,0,1,1
438,2,3,18.75,1,0,0,0,0,0,1
408,1,1,18.75,1,1,0,0,0,1,1
208,0,0,18.7875,1,1,0,0,1,0,0
732,0,0,18.7875,0,1,0,0,1,0,0
645,2,1,19.2583,1,0,0,0,1,1,0
859,0,3,19.2583,1,0,0,0,1,0,1
470,2,1,19.2583,1,0,0,0,1,1,0
273,0,1,19.5,1,0,0,0,0,0,1
452,1,0,19.9667,0,1,0,0,0,0,0
491,1,0,19.9667,0,1,0,0,0,0,0
425,1,1,20.2125,0,1,0,0,0,0,0
280,1,1,20.25,1,0,0,0,0,0,1
747,1,1,20.25,0,1,0,0,0,0,0
329,1,1,20.525,1,0,0,0,0,0,1
549,1,1,20.525,0,1,0,0,0,0,0
94,1,2,20.575,0,1,0,0,0,0,0
789,1,2,20.575,1,1,0,0,0,1,1
727,3,0,21.0,1,0,0,0,0,0,1
42,1,0,21.0,0,0,0,0,0,0,1
406,1,0,21.0,0,1,0,0,0,0,0
477,1,0,21.0,0,1,0,0,0,0,0
118,1,0,21.0,0,1,0,0,0,0,0
375,3,1,21.075,0,0,0,0,0,1,0
25,3,1,21.075,0,0,0,0,0,1,0
568,0,4,21.075,0,0,0,0,0,0,1
8,3,1,21.075,0,1,0,0,0,1,1
49,2,0,21.6792,0,1,0,0,1,0,0
185,0,2,22.025,1,0,0,0,0,1,0
129,1,1,22.3583,1,0,1,0,1,1,0
534,0,2,22.3583,1,0,0,0,1,0,1
509,0,0,22.525,0,1,0,0,0,0,0
99,0,1,23.0,1,0,0,0,0,0,1
775,1,3,23.0,1,0,0,0,0,0,1
751,1,1,23.0,1,0,0,0,0,1,0
652,0,1,23.0,1,0,0,0,0,1,0
331,2,0,23.25,1,0,0,0,0,1,0
302,2,0,23.25,1,1,0,0,0,0,0
784,1,2,23.45,0,1,0,0,0,0,0
889,1,2,23.45,0,0,0,0,0,1,0
875,1,0,24.0,1,0,0,0,1,0,1
309,1,0,24.0,0,1,0,0,1,0,0
800,1,1,24.15,0,0,0,0,0,0,1
769,1,0,24.15,0,1,0,0,0,0,0
812,0,0,24.15,0,1,0,0,0,0,0
420,0,2,24.15,0,0,0,0,0,1,0
566,2,0,24.15,0,1,0,0,0,0,0
596,1,1,24.15,0,1,0,0,0,0,0
518,0,0,24.15,0,1,0,0,0,0,0
177,3,1,25.4667,0,1,0,0,0,1,1
230,3,1,25.4667,0,0,0,0,0,1,0
410,3,1,25.4667,0,0,0,0,0,1,0
663,0,0,25.5875,0,1,1,1,0,0,0
863,0,0,25.9292,1,0,0,0,0,0,1
398,0,0,26.0,0,1,0,0,0,0,0
250,1,0,26.0,0,1,0,0,0,1,0
237,1,0,26.0,0,1,0,0,0,0,0
881,0,1,26.0,1,0,0,0,0,0,1
547,1,0,26.0,1,0,0,0,0,0,1
260,0,1,26.0,1,0,0,0,0,0,1
552,0,0,26.0,0,1,0,0,0,0,0
729,1,0,26.0,0,1,0,0,0,0,0
134,1,0,26.0,1,0,0,0,0,0,1
54,1,0,26.0,1,0,0,0,0,0,1
583,0,0,26.0,0,1,0,0,0,0,0
544,1,0,26.0,1,1,0,0,0,0,0
706,0,0,26.0,0,1,0,0,0,0,0
149,0,2,26.0,0,1,1,0,0,0,0
285,0,0,26.0,0,1,0,1,0,0,0
792,0,0,26.0,0,1,0,0,0,0,0
507,0,2,26.0,1,0,0,0,0,0,1
317,1,0,26.0,1,0,0,0,0,0,1
428,0,0,26.0,1,0,0,0,0,1,0
531,1,1,26.0,1,0,0,0,0,1,0
194,1,1,26.0,1,1,1,0,0,1,1
100,1,0,26.0,0,1,0,0,0,0,0
433,1,0,26.0,1,0,0,0,0,0,1
21,0,0,26.0,0,1,0,0,0,0,0
341,1,1,26.0,1,1,1,0,0,1,1
315,1,1,26.25,0,1,0,0,0,0,0
802,1,1,26.25,1,0,0,0,0,0,1
238,0,2,26.25,1,0,0,0,0,1,0
638,1,1,26.25,0,1,0,0,0,0,0
536,0,2,26.25,1,0,0,0,0,1,0
441,1,1,26.25,1,0,0,0,0,0,1
708,0,0,26.2875,1,1,1,1,0,0,0
702,0,0,26.2875,1,1,1,1,0,0,0
712,0,0,26.55,0,1,1,0,0,0,0
457,0,0,26.55,0,1,1,1,0,0,0
188,0,0,26.55,1,1,0,0,0,0,0
556,0,0,26.55,0,1,0,0,0,0,0
253,0,0,26.55,0,1,1,0,0,0,0
695,0,0,26.55,0,1,0,0,0,1,1
12,0,0,26.55,1,0,1,0,0,1,0
537,0,0,26.55,0,1,0,1,0,0,1
468,0,0,26.55,0,1,0,0,0,0,0
431,0,0,26.55,1,1,1,0,0,0,0
858,0,0,26.55,1,1,1,1,0,0,0
461,0,0,26.55,1,1,1,1,0,0,0
601,2,1,27.0,1,0,0,0,0,0,1
218,1,0,27.0,0,1,0,0,0,0,0
362,1,0,27.7208,0,1,0,0,1,0,0
296,0,0,27.7208,0,1,0,0,1,0,0
65,0,0,27.7208,0,1,0,0,1,0,0
195,0,0,27.7208,1,0,0,1,1,0,1
453,0,0,27.75,0,1,1,0,1,0,0
451,1,2,27.75,0,1,0,0,0,0,0
473,1,2,27.75,1,0,0,0,0,0,1
59,1,2,27.75,1,0,0,0,0,1,0
643,3,2,27.9,0,0,0,0,0,1,0
635,3,2,27.9,0,0,0,0,0,1,0
168,1,4,27.9,0,0,0,0,0,0,1
332,0,0,28.5,0,1,1,0,0,0,0
178,0,0,28.7125,0,0,1,0,1,1,0
172,4,1,29.125,0,1,0,0,0,1,1
17,4,1,29.125,0,1,0,0,0,1,1
788,4,1,29.125,0,1,0,0,0,1,1
279,4,1,29.125,0,1,0,0,0,1,1
840,0,0,29.7,1,1,1,0,1,0,0
274,0,1,29.7,0,1,1,0,1,0,0
488,0,0,29.7,0,1,0,1,1,0,0
783,0,0,30.0,0,1,0,0,0,0,0
741,0,0,30.0,1,1,0,0,0,0,0
581,1,1,30.0,1,0,0,0,0,1,0
888,0,0,30.0,1,0,0,1,0,1,0
631,0,0,30.0,1,1,0,1,0,0,0
123,1,0,30.0708,0,1,0,0,1,0,0
10,1,0,30.0708,1,0,0,0,1,0,1
450,0,0,30.5,1,1,1,0,0,0,1
493,0,0,30.5,0,1,1,0,0,0,0
633,0,0,30.5,1,1,0,1,1,0,0
299,0,0,30.5,1,1,1,0,0,0,0
608,0,0,30.5,1,1,0,0,0,0,0
271,0,0,31.0,0,1,0,0,0,0,0
611,1,5,31.275,0,0,0,0,0,0,1
814,4,2,31.275,0,0,0,0,0,1,0
543,4,2,31.275,0,0,0,0,0,1,0
14,1,5,31.275,0,1,0,0,0,0,0
120,4,2,31.275,0,0,0,0,0,1,0
851,4,2,31.275,0,1,0,0,0,1,1
262,4,2,31.3875,1,1,0,0,0,1,1
183,4,2,31.3875,0,1,0,0,0,1,1
234,4,2,31.3875,1,0,0,0,0,1,0
597,0,0,33.0,1,0,0,0,0,1,0
849,0,1,33.0,0,1,0,0,0,1,0
171,0,0,33.5,0,1,0,1,0,0,0
516,0,0,34.0208,0,1,0,0,0,0,0
148,2,2,34.375,0,0,0,0,0,1,0
437,2,2,34.375,0,0,0,0,0,1,0
352,0,0,35.0,0,1,1,0,0,0,0
648,0,0,35.5,1,1,0,1,1,1,1
340,0,0,35.5,0,1,0,0,0,0,0
56,0,0,35.5,1,1,1,0,0,0,0
550,1,1,36.75,1,1,0,0,0,1,1
146,1,1,36.75,0,1,0,0,0,0,0
828,0,2,37.0042,1,1,0,0,1,1,1
818,1,1,37.0042,0,1,0,0,1,0,0
184,2,1,39.0,1,1,1,0,0,1,1
619,2,1,39.0,1,0,1,0,0,1,0
685,1,1,39.0,0,1,0,0,0,0,0
557,1,0,39.6,1,0,0,1,1,1,1
767,0,0,39.6,0,1,0,0,1,0,0
639,0,5,39.6875,0,0,0,0,0,0,1
687,4,1,39.6875,0,1,0,0,0,0,0
165,4,1,39.6875,0,1,0,0,0,1,1
