PassengerId,Age,SibSp,Parch,Fare,Survived,Pclass_dum_3 class,Pclass_dum_1 class,Sex_dum_male,Ticket_dum_0,Ticket_dum_1,Ticket_dum_2,Ticket_dum_3,Ticket_dum_4,Cabin_dum_0,Cabin_dum_1,Cabin_dum_2,Cabin_dum_3,Embarked_dum_0,Embarked_dum_1,Embarked_dum_2,Title_dum_0,Title_dum_1,Title_dum_2,Title_dum_3
20,27.317273735,0,0,7.225,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
355,26.2039560497,0,0,7.225,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
662,40.0,0,0,7.225,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
554,22.0,0,0,7.225,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
204,45.5,0,0,7.225,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,26.2039560497,0,0,7.225,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
694,25.0,0,0,7.225,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
876,15.0,0,0,7.225,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
523,26.2039560497,0,0,7.225,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
368,27.317273735,0,0,7.2292,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
58,28.5,0,0,7.2292,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
833,26.2039560497,0,0,7.2292,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
763,20.0,0,0,7.2292,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
799,30.0,0,0,7.2292,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
532,26.2039560497,0,0,7.2292,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
353,15.0,1,1,7.2292,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
61,22.0,0,0,7.2292,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
525,26.2039560497,0,0,7.2292,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,26.2039560497,0,0,7.2292,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
569,26.2039560497,0,0,7.2292,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
860,26.2039560497,0,0,7.2292,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
781,13.0,0,0,7.2292,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
593,47.0,0,0,7.25,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,59.0,0,0,7.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,27.9707316597,0,0,7.25,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,30.0,0,0,7.25,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
377,22.0,0,0,7.25,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
471,29.0405885542,0,0,7.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,21.0,0,0,7.25,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
213,22.0,0,0,7.25,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,22.0,0,0,7.25,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22.0,1,0,7.25,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,29.0739762897,0,0,7.3125,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
664,36.0,0,0,7.4958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,18.0,0,0,7.4958,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
479,22.0,0,0,7.5208,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,23.0,0,0,7.55,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
649,29.1320944573,0,0,7.55,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
503,22.0853670178,0,0,7.6292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
716,19.0,0,0,7.65,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
107,21.0,0,0,7.65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
700,42.0,0,0,7.65,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
76,25.0,0,0,7.65,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
469,32.845746838,0,0,7.725,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
630,32.845746838,0,0,7.7333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
422,21.0,0,0,7.7333,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
157,16.0,0,0,7.7333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
698,22.0853670178,0,0,7.7333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
728,22.0853670178,0,0,7.7375,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
704,25.0,0,0,7.7417,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
261,32.845746838,0,0,7.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
526,40.5,0,0,7.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
594,22.0853670178,0,2,7.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
127,32.845746838,0,0,7.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
277,45.0,0,0,7.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
776,18.0,0,0,7.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,22.0853670178,0,0,7.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
502,21.0,0,0,7.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
290,22.0,0,0,7.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
891,32.0,0,0,7.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
614,32.845746838,0,0,7.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
750,31.0,0,0,7.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
829,32.845746838,0,0,7.75,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
574,22.0853670178,0,0,7.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
265,22.0853670178,0,0,7.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
48,22.0853670178,0,0,7.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
215,32.845746838,1,0,7.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
460,32.845746838,0,0,7.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
117,69.5143848583,0,0,7.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
561,32.845746838,0,0,7.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
777,31.6064947394,0,0,7.75,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
369,22.0853670178,0,0,7.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
511,29.0,0,0,7.75,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,22.0853670178,0,0,7.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
407,51.0,0,0,7.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,32.845746838,0,0,7.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
555,22.0,0,0,7.775,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
806,31.0,0,0,7.775,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,26.0,0,0,7.775,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,25.0,1,0,7.775,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,33.0,0,0,7.775,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,29.0405885542,0,0,7.775,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,29.0405885542,0,0,7.775,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,25.0,0,0,7.775,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
676,18.0,0,0,7.775,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,19.0,0,0,7.775,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,18.0,0,0,7.775,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
765,16.0,0,0,7.775,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,71.7571924292,0,0,7.775,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,27.0,0,0,7.7958,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,28.0,0,0,7.7958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,24.0,0,0,7.7958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,22.0,0,0,7.7958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,21.0,0,0,7.7958,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,21.0,0,0,7.8,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,32.845746838,0,0,7.8292,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
772,48.0,0,0,7.8542,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,32.0,0,0,7.8542,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,21.0,0,0,7.8542,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,18.0,1,1,7.8542,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,26.0,1,0,7.8542,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,26.0,0,0,7.8542,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15,14.0,0,0,7.8542,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,20.0,0,0,7.8542,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,20.0,0,0,7.8542,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,22.0853670178,0,0,7.8792,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
359,22.0853670178,0,0,7.8792,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
811,26.0,0,0,7.8875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,28.0,0,0,7.8958,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
456,29.0,0,0,7.8958,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
607,30.0,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,23.0,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,29.0405885542,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,32.0,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,22.0,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,29.0405885542,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,29.0405885542,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,29.0405885542,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,29.0405885542,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,33.0,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,33.0,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
224,29.0405885542,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,28.0,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,26.2039560497,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
567,19.0,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,29.0405885542,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,19.0,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,40.0,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,29.0405885542,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,25.0,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,29.0405885542,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,26.2039560497,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
871,26.0,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,38.0,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,36.0,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,26.0,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,35.0,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
106,28.0,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,29.0405885542,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,29.0405885542,0,0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,28.0,2,0,7.925,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,31.0,0,0,7.925,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,26.0,0,0,7.925,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
817,23.0,0,0,7.925,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
69,17.0,4,2,7.925,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
217,27.0,0,0,7.925,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
580,32.0,0,0,7.925,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
637,32.0,0,0,7.925,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
383,32.0,0,0,7.925,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
730,25.0,1,0,7.925,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
174,21.0,0,0,7.925,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
415,44.0,0,0,7.925,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
665,20.0,1,0,7.925,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
401,39.0,0,0,7.925,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
529,39.0,0,0,7.925,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,21.0,0,0,7.925,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105,37.0,2,0,7.925,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,15.0,0,0,8.0292,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
615,35.0,0,0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,21.0,0,0,8.05,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,27.9707316597,0,0,8.05,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,24.0,0,0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,20.0,0,0,8.05,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,28.9081842725,0,0,8.05,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
604,44.0,0,0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,24.5,0,0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,29.7264798509,0,0,8.05,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
575,16.0,0,0,8.05,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,27.9764732521,0,0,8.05,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
373,19.0,0,0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,26.0,0,0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,17.2160934319,0,0,8.05,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
221,16.0,0,0,8.05,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,35.0,0,0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,27.9707316597,0,0,8.05,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,27.9764732521,0,0,8.05,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96,29.0405885542,0,0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,22.0,0,0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,50.0,0,0,8.05,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,19.0,0,0,8.05,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,22.0,0,0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,51.0,0,0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,32.0,0,0,8.05,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
158,30.0,0,0,8.05,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
759,34.0,0,0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,30.1539062395,0,0,8.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
489,30.0,0,0,8.05,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,55.5,0,0,8.05,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,29.0,0,0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,27.9707316597,0,0,8.05,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,34.0,0,0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,27.9707316597,0,0,8.05,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,27.9764732521,0,0,8.05,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
445,29.0405885542,0,0,8.1125,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,22.0853670178,0,0,8.1375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
835,18.0,0,0,8.3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,32.0,0,0,8.3625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,42.0,0,1,8.4042,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,0.498728412861,0,1,8.5167,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
104,33.0,0,0,8.6542,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,42.0,0,0,8.6625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,20.0,0,0,8.6625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
726,20.0,0,0,8.6625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,33.0,0,0,8.6625,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
501,17.0,0,0,8.6625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,27.0,0,0,8.6625,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,17.0,0,0,8.6625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,26.0,2,0,8.6625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,30.0,0,0,8.6625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
472,38.0,0,0,8.6625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
